id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data_inversa;;horario;;dia_semana;
200;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';22/02/2018;***;18:35:00;',';quinta-feira;"');"
201;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';23/02/2018;***;03:45:00;',';sexta-feira;"');"
202;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',';23/02/2018;***;10:00:00;',';sexta-feira;"');"
203;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';23/02/2018;***;16:30:00;',';sexta-feira;"');"
204;,';Carga excessiva e/ou mal acondicionada;',';Tombamento;',';Com Vítimas Feridas;',';24/02/2018;***;17:00:00;',';sábado;"');"
205;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';25/02/2018;***;05:30:00;',';domingo;"');"
206;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';25/02/2018;***;15:15:00;',';domingo;"');"
207;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';25/02/2018;***;15:45:00;',';domingo;"');"
208;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',';25/02/2018;***;20:10:00;',';domingo;"');"
209;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',';25/02/2018;***;23:30:00;',';domingo;"');"
210;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';25/02/2018;***;23:00:00;',';domingo;"');"
211;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';26/02/2018;***;00:30:00;',';segunda-feira;"');"
212;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';26/02/2018;***;15:30:00;',';segunda-feira;"');"
213;,';Não guardar distância de segurança;',';Colisão lateral;',';Sem Vítimas;',';26/02/2018;***;16:45:00;',';segunda-feira;"');"
214;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';09/02/2018;***;21:00:00;',';sexta-feira;"');"
215;,';Falta de Atenção à Condução;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';26/02/2018;***;18:10:00;',';segunda-feira;"');"
216;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';26/02/2018;***;19:50:00;',';segunda-feira;"');"
217;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';26/02/2018;***;22:50:00;',';segunda-feira;"');"
218;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';27/02/2018;***;05:00:00;',';terça-feira;"');"
219;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';27/02/2018;***;10:20:00;',';terça-feira;"');"
220;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';27/02/2018;***;12:50:00;',';terça-feira;"');"
221;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';27/02/2018;***;15:05:00;',';terça-feira;"');"
222;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',';28/02/2018;***;08:20:00;',';quarta-feira;"');"
223;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';28/02/2018;***;14:00:00;',';quarta-feira;"');"
224;,';Desobediência às normas de trânsito pelo condutor;',';Engavetamento;',';Sem Vítimas;',';28/02/2018;***;13:20:00;',';quarta-feira;"');"
225;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';28/02/2018;***;21:25:00;',';quarta-feira;"');"
226;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';01/03/2018;***;00:00:00;',';quinta-feira;"');"
227;,';Defeito Mecânico no Veículo;',';Colisão lateral;',';Com Vítimas Feridas;',';01/03/2018;***;08:30:00;',';quinta-feira;"');"
228;,';Objeto estático sobre o leito carroçável;',';Colisão traseira;',';Com Vítimas Feridas;',';01/03/2018;***;13:50:00;',';quinta-feira;"');"
229;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/03/2018;***;03:40:00;',';sexta-feira;"');"
230;,';Defeito Mecânico no Veículo;',';Colisão frontal;',';Com Vítimas Fatais;',';02/03/2018;***;11:14:00;',';sexta-feira;"');"
231;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;13:10:00;',';sexta-feira;"');"
232;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';02/03/2018;***;13:15:00;',';sexta-feira;"');"
233;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';03/03/2018;***;00:20:00;',';sábado;"');"
234;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';03/03/2018;***;20:26:00;',';sábado;"');"
235;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',';03/03/2018;***;22:00:00;',';sábado;"');"
236;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';04/03/2018;***;15:40:00;',';domingo;"');"
237;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';04/03/2018;***;16:20:00;',';domingo;"');"
238;,';Velocidade Incompatível;',';Colisão traseira;',';Sem Vítimas;',';04/03/2018;***;21:40:00;',';domingo;"');"
239;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',';04/03/2018;***;21:40:00;',';domingo;"');"
240;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';05/03/2018;***;05:00:00;',';segunda-feira;"');"
241;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';22/02/2018;***;14:15:00;',';quinta-feira;"');"
242;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';05/03/2018;***;17:30:00;',';segunda-feira;"');"
243;,';Condutor Dormindo;',';Colisão traseira;',';Com Vítimas Feridas;',';30/01/2018;***;00:05:00;',';terça-feira;"');"
244;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';05/03/2018;***;18:00:00;',';segunda-feira;"');"
245;,';Sinalização da via insuficiente ou inadequada;',';Engavetamento;',';Com Vítimas Feridas;',';06/03/2018;***;12:40:00;',';terça-feira;"');"
246;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';06/03/2018;***;20:40:00;',';terça-feira;"');"
247;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';07/03/2018;***;02:50:00;',';quarta-feira;"');"
248;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';07/03/2018;***;00:36:00;',';quarta-feira;"');"
249;,';Defeito Mecânico no Veículo;',';Colisão com objeto em movimento;',';Sem Vítimas;',';07/03/2018;***;12:50:00;',';quarta-feira;"');"
250;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';07/03/2018;***;14:00:00;',';quarta-feira;"');"
251;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';07/03/2018;***;18:50:00;',';quarta-feira;"');"
252;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';07/03/2018;***;19:50:00;',';quarta-feira;"');"
253;,';Condutor Dormindo;',';Tombamento;',';Sem Vítimas;',';08/03/2018;***;06:48:00;',';quinta-feira;"');"
254;,';Condutor Dormindo;',';Colisão traseira;',';Com Vítimas Feridas;',';08/03/2018;***;06:20:00;',';quinta-feira;"');"
255;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';08/03/2018;***;12:15:00;',';quinta-feira;"');"
256;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';08/03/2018;***;16:25:00;',';quinta-feira;"');"
257;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';09/03/2018;***;00:45:00;',';sexta-feira;"');"
258;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';09/03/2018;***;09:05:00;',';sexta-feira;"');"
259;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';29/01/2018;***;09:50:00;',';segunda-feira;"');"
260;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';09/03/2018;***;17:00:00;',';sexta-feira;"');"
261;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';10/03/2018;***;07:20:00;',';sábado;"');"
262;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';11/03/2018;***;11:15:00;',';domingo;"');"
263;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';11/03/2018;***;17:40:00;',';domingo;"');"
264;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Sem Vítimas;',';12/03/2018;***;09:20:00;',';segunda-feira;"');"
265;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Feridas;',';12/03/2018;***;16:30:00;',';segunda-feira;"');"
266;,';Velocidade Incompatível;',';Derramamento de carga;',';Sem Vítimas;',';13/03/2018;***;06:40:00;',';terça-feira;"');"
267;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';13/03/2018;***;08:15:00;',';terça-feira;"');"
268;,';Objeto estático sobre o leito carroçável;',';Colisão com objeto estático;',';Sem Vítimas;',';13/03/2018;***;19:30:00;',';terça-feira;"');"
269;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';14/03/2018;***;00:10:00;',';quarta-feira;"');"
270;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/03/2018;***;09:30:00;',';quarta-feira;"');"
271;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',';14/03/2018;***;11:30:00;',';quarta-feira;"');"
272;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';14/03/2018;***;07:45:00;',';quarta-feira;"');"
273;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Fatais;',';14/03/2018;***;20:50:00;',';quarta-feira;"');"
274;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';14/03/2018;***;20:35:00;',';quarta-feira;"');"
275;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';14/03/2018;***;21:30:00;',';quarta-feira;"');"
276;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';15/03/2018;***;08:00:00;',';quinta-feira;"');"
277;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';15/03/2018;***;22:00:00;',';quinta-feira;"');"
278;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';15/03/2018;***;21:55:00;',';quinta-feira;"');"
279;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',';15/03/2018;***;20:30:00;',';quinta-feira;"');"
280;,';Animais na Pista;',';Danos eventuais;',';Com Vítimas Feridas;',';15/03/2018;***;19:00:00;',';quinta-feira;"');"
281;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';15/03/2018;***;03:20:00;',';quinta-feira;"');"
282;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';16/03/2018;***;06:00:00;',';sexta-feira;"');"
283;,';Condutor Dormindo;',';Colisão traseira;',';Com Vítimas Feridas;',';16/03/2018;***;12:56:00;',';sexta-feira;"');"
284;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',';16/03/2018;***;17:50:00;',';sexta-feira;"');"
285;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';17/03/2018;***;09:35:00;',';sábado;"');"
286;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';17/03/2018;***;10:05:00;',';sábado;"');"
287;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',';17/03/2018;***;12:45:00;',';sábado;"');"
288;,';Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo;',';Colisão traseira;',';Com Vítimas Feridas;',';17/03/2018;***;19:35:00;',';sábado;"');"
289;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';18/03/2018;***;02:05:00;',';domingo;"');"
290;,';Defeito Mecânico no Veículo;',';Colisão frontal;',';Com Vítimas Feridas;',';18/03/2018;***;12:00:00;',';domingo;"');"
291;,';Defeito Mecânico no Veículo;',';Colisão lateral;',';Com Vítimas Fatais;',';18/03/2018;***;17:30:00;',';domingo;"');"
292;,';Avarias e/ou desgaste excessivo no pneu;',';Colisão lateral;',';Com Vítimas Feridas;',';18/03/2018;***;19:00:00;',';domingo;"');"
293;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',';19/03/2018;***;00:15:00;',';segunda-feira;"');"
294;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',';19/03/2018;***;06:20:00;',';segunda-feira;"');"
295;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';19/03/2018;***;10:10:00;',';segunda-feira;"');"
296;,';Defeito Mecânico no Veículo;',';Colisão frontal;',';Com Vítimas Feridas;',';19/03/2018;***;10:25:00;',';segunda-feira;"');"
297;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/03/2018;***;18:00:00;',';segunda-feira;"');"
298;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';20/03/2018;***;11:00:00;',';terça-feira;"');"
299;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',';21/03/2018;***;05:49:00;',';quarta-feira;"');"
300;,';Condutor Dormindo;',';Engavetamento;',';Com Vítimas Feridas;',';21/03/2018;***;13:40:00;',';quarta-feira;"');"
301;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';21/03/2018;***;18:05:00;',';quarta-feira;"');"
302;,';Condutor Dormindo;',';Colisão frontal;',';Com Vítimas Feridas;',';22/03/2018;***;06:00:00;',';quinta-feira;"');"
303;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';22/03/2018;***;07:55:00;',';quinta-feira;"');"
304;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';22/03/2018;***;12:10:00;',';quinta-feira;"');"
305;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';22/03/2018;***;22:30:00;',';quinta-feira;"');"
306;,';Falta de Atenção à Condução;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';23/03/2018;***;09:50:00;',';sexta-feira;"');"
307;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';23/03/2018;***;12:10:00;',';sexta-feira;"');"
308;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';23/03/2018;***;13:20:00;',';sexta-feira;"');"
309;,';Condutor Dormindo;',';Tombamento;',';Com Vítimas Feridas;',';23/03/2018;***;14:50:00;',';sexta-feira;"');"
310;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';23/03/2018;***;16:30:00;',';sexta-feira;"');"
311;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';23/03/2018;***;20:30:00;',';sexta-feira;"');"
312;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';24/03/2018;***;05:45:00;',';sábado;"');"
313;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',';24/03/2018;***;05:20:00;',';sábado;"');"
314;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';23/03/2018;***;19:50:00;',';sexta-feira;"');"
315;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',';24/03/2018;***;09:10:00;',';sábado;"');"
316;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';24/03/2018;***;13:20:00;',';sábado;"');"
317;,';Velocidade Incompatível;',';Colisão transversal;',';Sem Vítimas;',';24/03/2018;***;10:00:00;',';sábado;"');"
318;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',';24/03/2018;***;18:00:00;',';sábado;"');"
319;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';24/03/2018;***;19:30:00;',';sábado;"');"
320;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';24/03/2018;***;09:15:00;',';sábado;"');"
321;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';24/03/2018;***;16:25:00;',';sábado;"');"
322;,';Pista Escorregadia;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';24/03/2018;***;19:40:00;',';sábado;"');"
323;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';26/03/2018;***;05:15:00;',';segunda-feira;"');"
324;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';26/03/2018;***;10:00:00;',';segunda-feira;"');"
325;,';Ultrapassagem Indevida;',';Tombamento;',';Com Vítimas Feridas;',';26/03/2018;***;20:25:00;',';segunda-feira;"');"
326;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';26/03/2018;***;20:28:00;',';segunda-feira;"');"
327;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';27/03/2018;***;12:20:00;',';terça-feira;"');"
328;,';Falta de Atenção à Condução;',';Derramamento de carga;',';Sem Vítimas;',';27/03/2018;***;16:40:00;',';terça-feira;"');"
329;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';27/03/2018;***;16:30:00;',';terça-feira;"');"
330;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',';27/03/2018;***;20:30:00;',';terça-feira;"');"
331;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';28/03/2018;***;01:25:00;',';quarta-feira;"');"
332;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';28/03/2018;***;16:30:00;',';quarta-feira;"');"
333;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';28/03/2018;***;11:30:00;',';quarta-feira;"');"
334;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';28/03/2018;***;22:15:00;',';quarta-feira;"');"
