id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;horario;;dia_semana;
202;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';06/01/2018;***;15:25:00;',';sábado;"');"
203;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';14/01/2018;***;13:35:00;',';domingo;"');"
204;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';14/01/2018;***;18:05:00;',';domingo;"');"
205;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';14/01/2018;***;20:30:00;',';domingo;"');"
206;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';14/01/2018;***;21:30:00;',';domingo;"');"
207;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';14/01/2018;***;22:40:00;',';domingo;"');"
208;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';15/01/2018;***;00:10:00;',';segunda-feira;"');"
209;,';Falta de Atenção à Condução;',';Engavetamento;',';Sem Vítimas;',';15/01/2018;***;09:10:00;',';segunda-feira;"');"
210;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';15/01/2018;***;11:00:00;',';segunda-feira;"');"
211;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';15/01/2018;***;12:20:00;',';segunda-feira;"');"
212;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';15/01/2018;***;14:30:00;',';segunda-feira;"');"
213;,';Falta de Atenção à Condução;',';Derramamento de carga;',';Com Vítimas Feridas;',';15/01/2018;***;14:40:00;',';segunda-feira;"');"
214;,';Ultrapassagem Indevida;',';Tombamento;',';Sem Vítimas;',';15/01/2018;***;09:30:00;',';segunda-feira;"');"
215;,';Defeito Mecânico no Veículo;',';Incêndio;',';Com Vítimas Feridas;',';15/01/2018;***;16:00:00;',';segunda-feira;"');"
216;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';15/01/2018;***;17:00:00;',';segunda-feira;"');"
217;,';Defeito Mecânico no Veículo;',';Colisão traseira;',';Sem Vítimas;',';15/01/2018;***;17:26:00;',';segunda-feira;"');"
218;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';15/01/2018;***;18:10:00;',';segunda-feira;"');"
219;,';Restrição de Visibilidade;',';Saída de leito carroçável;',';Sem Vítimas;',';15/01/2018;***;15:40:00;',';segunda-feira;"');"
220;,';Carga excessiva e/ou mal acondicionada;',';Danos eventuais;',';Sem Vítimas;',';15/01/2018;***;18:00:00;',';segunda-feira;"');"
221;,';Defeito Mecânico no Veículo;',';Danos eventuais;',';Sem Vítimas;',';15/01/2018;***;20:35:00;',';segunda-feira;"');"
222;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';15/01/2018;***;23:36:00;',';segunda-feira;"');"
223;,';Falta de Atenção do Pedestre;',';Saída de leito carroçável;',';Sem Vítimas;',';15/01/2018;***;21:10:00;',';segunda-feira;"');"
224;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';15/01/2018;***;22:49:00;',';segunda-feira;"');"
225;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/01/2018;***;23:15:00;',';segunda-feira;"');"
226;,';Defeito Mecânico no Veículo;',';Colisão frontal;',';Com Vítimas Feridas;',';16/01/2018;***;00:50:00;',';terça-feira;"');"
227;,';Carga excessiva e/ou mal acondicionada;',';Derramamento de carga;',';Sem Vítimas;',';15/01/2018;***;23:10:00;',';segunda-feira;"');"
228;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',';16/01/2018;***;06:05:00;',';terça-feira;"');"
229;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';16/01/2018;***;06:50:00;',';terça-feira;"');"
230;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',';16/01/2018;***;01:30:00;',';terça-feira;"');"
231;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';16/01/2018;***;12:25:00;',';terça-feira;"');"
232;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';16/01/2018;***;11:15:00;',';terça-feira;"');"
233;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';16/01/2018;***;07:30:00;',';terça-feira;"');"
234;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';16/01/2018;***;14:25:00;',';terça-feira;"');"
235;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';16/01/2018;***;14:00:00;',';terça-feira;"');"
236;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';16/01/2018;***;16:30:00;',';terça-feira;"');"
237;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';16/01/2018;***;17:59:00;',';terça-feira;"');"
238;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',';16/01/2018;***;15:45:00;',';terça-feira;"');"
239;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';16/01/2018;***;08:50:00;',';terça-feira;"');"
240;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',';16/01/2018;***;22:00:00;',';terça-feira;"');"
241;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';16/01/2018;***;23:20:00;',';terça-feira;"');"
242;,';Pista Escorregadia;',';Saída de leito carroçável;',';Sem Vítimas;',';16/01/2018;***;21:50:00;',';terça-feira;"');"
243;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';17/01/2018;***;02:00:00;',';quarta-feira;"');"
244;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';17/01/2018;***;02:40:00;',';quarta-feira;"');"
245;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Sem Vítimas;',';17/01/2018;***;04:20:00;',';quarta-feira;"');"
246;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';17/01/2018;***;03:30:00;',';quarta-feira;"');"
247;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';17/01/2018;***;05:20:00;',';quarta-feira;"');"
248;,';Condutor Dormindo;',';Tombamento;',';Com Vítimas Feridas;',';17/01/2018;***;02:50:00;',';quarta-feira;"');"
249;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';17/01/2018;***;06:30:00;',';quarta-feira;"');"
250;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';16/01/2018;***;16:10:00;',';terça-feira;"');"
251;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';17/01/2018;***;08:25:00;',';quarta-feira;"');"
252;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';17/01/2018;***;08:20:00;',';quarta-feira;"');"
253;,';Velocidade Incompatível;',';Colisão lateral;',';Com Vítimas Feridas;',';17/01/2018;***;08:50:00;',';quarta-feira;"');"
254;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';17/01/2018;***;09:35:00;',';quarta-feira;"');"
255;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';17/01/2018;***;11:10:00;',';quarta-feira;"');"
256;,';Condutor Dormindo;',';Colisão lateral;',';Com Vítimas Feridas;',';17/01/2018;***;12:45:00;',';quarta-feira;"');"
257;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';17/01/2018;***;11:40:00;',';quarta-feira;"');"
258;,';Ingestão de Álcool;',';Colisão traseira;',';Com Vítimas Feridas;',';17/01/2018;***;11:50:00;',';quarta-feira;"');"
259;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';17/01/2018;***;14:35:00;',';quarta-feira;"');"
260;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';17/01/2018;***;16:50:00;',';quarta-feira;"');"
261;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Fatais;',';17/01/2018;***;16:05:00;',';quarta-feira;"');"
262;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';17/01/2018;***;16:10:00;',';quarta-feira;"');"
263;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/01/2018;***;17:40:00;',';quarta-feira;"');"
264;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';17/01/2018;***;18:23:00;',';quarta-feira;"');"
265;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';17/01/2018;***;16:00:00;',';quarta-feira;"');"
266;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';17/01/2018;***;16:30:00;',';quarta-feira;"');"
267;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';17/01/2018;***;11:10:00;',';quarta-feira;"');"
268;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';17/01/2018;***;13:15:00;',';quarta-feira;"');"
269;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';17/01/2018;***;14:00:00;',';quarta-feira;"');"
270;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',';17/01/2018;***;20:30:00;',';quarta-feira;"');"
271;,';Não guardar distância de segurança;',';Colisão lateral;',';Sem Vítimas;',';17/01/2018;***;23:00:00;',';quarta-feira;"');"
272;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';17/01/2018;***;22:50:00;',';quarta-feira;"');"
273;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',';18/01/2018;***;00:50:00;',';quinta-feira;"');"
274;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',';18/01/2018;***;04:00:00;',';quinta-feira;"');"
275;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';18/01/2018;***;06:05:00;',';quinta-feira;"');"
276;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';18/01/2018;***;07:20:00;',';quinta-feira;"');"
277;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';18/01/2018;***;07:40:00;',';quinta-feira;"');"
278;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';18/01/2018;***;08:30:00;',';quinta-feira;"');"
279;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';18/01/2018;***;01:00:00;',';quinta-feira;"');"
280;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';18/01/2018;***;03:40:00;',';quinta-feira;"');"
281;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';18/01/2018;***;09:00:00;',';quinta-feira;"');"
282;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',';18/01/2018;***;07:25:00;',';quinta-feira;"');"
283;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';18/01/2018;***;11:15:00;',';quinta-feira;"');"
284;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';18/01/2018;***;07:28:00;',';quinta-feira;"');"
285;,';Defeito Mecânico no Veículo;',';Colisão lateral;',';Sem Vítimas;',';18/01/2018;***;14:15:00;',';quinta-feira;"');"
286;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',';18/01/2018;***;12:01:00;',';quinta-feira;"');"
287;,';Condutor Dormindo;',';Colisão frontal;',';Com Vítimas Fatais;',';18/01/2018;***;15:25:00;',';quinta-feira;"');"
288;,';Velocidade Incompatível;',';Colisão lateral;',';Sem Vítimas;',';18/01/2018;***;15:10:00;',';quinta-feira;"');"
289;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Sem Vítimas;',';18/01/2018;***;17:15:00;',';quinta-feira;"');"
290;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';18/01/2018;***;16:15:00;',';quinta-feira;"');"
291;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';18/01/2018;***;15:15:00;',';quinta-feira;"');"
292;,';Falta de Atenção à Condução;',';Engavetamento;',';Sem Vítimas;',';18/01/2018;***;20:30:00;',';quinta-feira;"');"
293;,';Pista Escorregadia;',';Colisão lateral;',';Com Vítimas Fatais;',';18/01/2018;***;20:30:00;',';quinta-feira;"');"
294;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';18/01/2018;***;23:40:00;',';quinta-feira;"');"
295;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';19/01/2018;***;03:30:00;',';sexta-feira;"');"
296;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';19/01/2018;***;07:20:00;',';sexta-feira;"');"
297;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';19/01/2018;***;07:25:00;',';sexta-feira;"');"
298;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';19/01/2018;***;07:20:00;',';sexta-feira;"');"
299;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';15/01/2018;***;14:30:00;',';segunda-feira;"');"
300;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';19/01/2018;***;12:15:00;',';sexta-feira;"');"
301;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';19/01/2018;***;13:40:00;',';sexta-feira;"');"
302;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';19/01/2018;***;14:00:00;',';sexta-feira;"');"
303;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';19/01/2018;***;14:00:00;',';sexta-feira;"');"
304;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/01/2018;***;15:50:00;',';sexta-feira;"');"
305;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';19/01/2018;***;17:20:00;',';sexta-feira;"');"
306;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';19/01/2018;***;14:40:00;',';sexta-feira;"');"
307;,';Não guardar distância de segurança;',';Engavetamento;',';Com Vítimas Feridas;',';19/01/2018;***;18:10:00;',';sexta-feira;"');"
308;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';19/01/2018;***;18:45:00;',';sexta-feira;"');"
309;,';Mal Súbito;',';Saída de leito carroçável;',';Sem Vítimas;',';19/01/2018;***;16:20:00;',';sexta-feira;"');"
310;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';19/01/2018;***;18:20:00;',';sexta-feira;"');"
311;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';14/01/2018;***;21:10:00;',';domingo;"');"
312;,';Objeto estático sobre o leito carroçável;',';Colisão traseira;',';Sem Vítimas;',';19/01/2018;***;15:15:00;',';sexta-feira;"');"
313;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';19/01/2018;***;20:05:00;',';sexta-feira;"');"
314;,';Pista Escorregadia;',';Colisão lateral;',';Com Vítimas Feridas;',';19/01/2018;***;20:30:00;',';sexta-feira;"');"
315;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';19/01/2018;***;20:55:00;',';sexta-feira;"');"
316;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';19/01/2018;***;22:50:00;',';sexta-feira;"');"
317;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';19/01/2018;***;23:00:00;',';sexta-feira;"');"
318;,';Defeito Mecânico no Veículo;',';Colisão traseira;',';Sem Vítimas;',';19/01/2018;***;23:00:00;',';sexta-feira;"');"
319;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';20/01/2018;***;00:40:00;',';sábado;"');"
320;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';20/01/2018;***;06:30:00;',';sábado;"');"
321;,';Objeto estático sobre o leito carroçável;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';20/01/2018;***;02:30:00;',';sábado;"');"
322;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';20/01/2018;***;10:45:00;',';sábado;"');"
323;,';Restrição de Visibilidade;',';Colisão traseira;',';Sem Vítimas;',';20/01/2018;***;11:30:00;',';sábado;"');"
324;,';Carga excessiva e/ou mal acondicionada;',';Derramamento de carga;',';Sem Vítimas;',';20/01/2018;***;17:50:00;',';sábado;"');"
325;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';20/01/2018;***;18:05:00;',';sábado;"');"
326;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',';20/01/2018;***;19:50:00;',';sábado;"');"
327;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';21/01/2018;***;03:00:00;',';domingo;"');"
328;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';01/01/2018;***;19:25:00;',';segunda-feira;"');"
329;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';21/01/2018;***;12:00:00;',';domingo;"');"
330;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',';21/01/2018;***;14:50:00;',';domingo;"');"
331;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';21/01/2018;***;08:40:00;',';domingo;"');"
332;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';21/01/2018;***;15:00:00;',';domingo;"');"
333;,';Objeto estático sobre o leito carroçável;',';Colisão traseira;',';Sem Vítimas;',';21/01/2018;***;14:45:00;',';domingo;"');"
334;,';Defeito Mecânico no Veículo;',';Colisão lateral;',';Com Vítimas Feridas;',';21/01/2018;***;16:30:00;',';domingo;"');"
335;,';Defeito Mecânico no Veículo;',';Capotamento;',';Com Vítimas Fatais;',';21/01/2018;***;16:40:00;',';domingo;"');"
336;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';21/01/2018;***;19:10:00;',';domingo;"');"
337;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';21/01/2018;***;20:35:00;',';domingo;"');"
338;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';22/01/2018;***;01:10:00;',';segunda-feira;"');"
