id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;dia_semana;;horario;;
151;,';Não guardar distância de segurança;',';Engavetamento;',';Sem Vítimas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:12:00;"');";
152;,';Velocidade Incompatível;',';Colisão com objeto em movimento;',';Sem Vítimas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:30:00;"');";
153;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';12:35:00;"');";
154;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';12:30:00;"');";
155;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';13:20:00;"');";
156;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';16:20:00;"');";
157;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:50:00;"');";
158;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:40:00;"');";
159;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';20:15:00;"');";
160;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';23:50:00;"');";
161;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';00:40:00;"');";
162;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';11/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';23:40:00;"');";
163;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:00:00;"');";
164;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:00:00;"');";
165;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';03/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';01:00:00;"');";
166;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:30:00;"');";
167;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Fatais;',TO_DATE(';01/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';14:45:00;"');";
168;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';08:00:00;"');";
169;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';09:26:00;"');";
170;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';12:00:00;"');";
171;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';12:20:00;"');";
172;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';14:20:00;"');";
173;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';15:45:00;"');";
174;,';Ultrapassagem Indevida;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';16:10:00;"');";
175;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';09/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';18:25:00;"');";
176;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';17:00:00;"');";
177;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';17:00:00;"');";
178;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';20:22:00;"');";
179;,';Não guardar distância de segurança;',';Engavetamento;',';Com Vítimas Feridas;',TO_DATE(';03/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:50:00;"');";
180;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';15:20:00;"');";
181;,';Velocidade Incompatível;',';Capotamento;',';Sem Vítimas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';10:30:00;"');";
182;,';Não guardar distância de segurança;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';12/01/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';19:40:00;"');";
183;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';00:10:00;"');";
184;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';01:40:00;"');";
185;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Fatais;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';03:50:00;"');";
186;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Fatais;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';06:10:00;"');";
187;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';09:00:00;"');";
188;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';09:00:00;"');";
189;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';11:50:00;"');";
190;,';Carga excessiva e/ou mal acondicionada;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';12:15:00;"');";
191;,';Mal Súbito;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';11:50:00;"');";
192;,';Condutor Dormindo;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';09/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';07:20:00;"');";
193;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';12:25:00;"');";
194;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';10/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';05:50:00;"');";
195;,';Ingestão de Álcool;',';Tombamento;',';Sem Vítimas;',TO_DATE(';06/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';22:00:00;"');";
196;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';14:00:00;"');";
197;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';16:30:00;"');";
198;,';Velocidade Incompatível;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';21:50:00;"');";
199;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';13/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';23:00:00;"');";
200;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';14/01/2018;','DD/MM/YYYY'),';domingo;',TIME(';01:15:00;"');";
201;,';Carga excessiva e/ou mal acondicionada;',';Derramamento de carga;',';Sem Vítimas;',TO_DATE(';09/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';23:00:00;"');";
202;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';06/01/2018;','DD/MM/YYYY'),';sábado;',TIME(';15:25:00;"');";
203;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';14/01/2018;','DD/MM/YYYY'),';domingo;',TIME(';13:35:00;"');";
204;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';14/01/2018;','DD/MM/YYYY'),';domingo;',TIME(';18:05:00;"');";
205;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';14/01/2018;','DD/MM/YYYY'),';domingo;',TIME(';20:30:00;"');";
206;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';14/01/2018;','DD/MM/YYYY'),';domingo;',TIME(';21:30:00;"');";
207;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';14/01/2018;','DD/MM/YYYY'),';domingo;',TIME(';22:40:00;"');";
208;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';00:10:00;"');";
209;,';Falta de Atenção à Condução;',';Engavetamento;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';09:10:00;"');";
210;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';11:00:00;"');";
211;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';12:20:00;"');";
212;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';14:30:00;"');";
213;,';Falta de Atenção à Condução;',';Derramamento de carga;',';Com Vítimas Feridas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';14:40:00;"');";
214;,';Ultrapassagem Indevida;',';Tombamento;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';09:30:00;"');";
215;,';Defeito Mecânico no Veículo;',';Incêndio;',';Com Vítimas Feridas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';16:00:00;"');";
216;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';17:00:00;"');";
217;,';Defeito Mecânico no Veículo;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';17:26:00;"');";
218;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';18:10:00;"');";
219;,';Restrição de Visibilidade;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';15:40:00;"');";
220;,';Carga excessiva e/ou mal acondicionada;',';Danos eventuais;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';18:00:00;"');";
221;,';Defeito Mecânico no Veículo;',';Danos eventuais;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';20:35:00;"');";
222;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';23:36:00;"');";
223;,';Falta de Atenção do Pedestre;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';21:10:00;"');";
224;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';22:49:00;"');";
225;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';23:15:00;"');";
226;,';Defeito Mecânico no Veículo;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';00:50:00;"');";
227;,';Carga excessiva e/ou mal acondicionada;',';Derramamento de carga;',';Sem Vítimas;',TO_DATE(';15/01/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';23:10:00;"');";
228;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';06:05:00;"');";
229;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';06:50:00;"');";
230;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';01:30:00;"');";
231;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';12:25:00;"');";
232;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';11:15:00;"');";
233;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';07:30:00;"');";
234;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';14:25:00;"');";
235;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';14:00:00;"');";
236;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';16:30:00;"');";
237;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';17:59:00;"');";
238;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';15:45:00;"');";
239;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';08:50:00;"');";
240;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';22:00:00;"');";
241;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';23:20:00;"');";
242;,';Pista Escorregadia;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';21:50:00;"');";
243;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';02:00:00;"');";
244;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';02:40:00;"');";
245;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';04:20:00;"');";
246;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';03:30:00;"');";
247;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';05:20:00;"');";
248;,';Condutor Dormindo;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';02:50:00;"');";
249;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';06:30:00;"');";
250;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';16/01/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';16:10:00;"');";
251;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';08:25:00;"');";
252;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';08:20:00;"');";
253;,';Velocidade Incompatível;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';08:50:00;"');";
254;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:35:00;"');";
255;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';11:10:00;"');";
256;,';Condutor Dormindo;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';12:45:00;"');";
257;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';11:40:00;"');";
258;,';Ingestão de Álcool;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';11:50:00;"');";
259;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';14:35:00;"');";
260;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:50:00;"');";
261;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:05:00;"');";
262;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:10:00;"');";
263;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';17:40:00;"');";
264;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';18:23:00;"');";
265;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:00:00;"');";
266;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:30:00;"');";
267;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';11:10:00;"');";
268;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';13:15:00;"');";
269;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';14:00:00;"');";
270;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';20:30:00;"');";
271;,';Não guardar distância de segurança;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';23:00:00;"');";
272;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';17/01/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';22:50:00;"');";
273;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',TO_DATE(';18/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';00:50:00;"');";
274;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',TO_DATE(';18/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';04:00:00;"');";
275;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';18/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';06:05:00;"');";
276;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',TO_DATE(';18/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';07:20:00;"');";
277;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';18/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';07:40:00;"');";
278;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';18/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';08:30:00;"');";
279;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';18/01/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';01:00:00;"');";
